strain_entity_id,canonical_genome_path,total_bp,contigs,largest_contig_bp,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block
STRAIN_000622,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000622.fa.gz,2274632,1,2274632,True,,LNC_0376,RNC_0361,NC_0361,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000623,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000623.fa.gz,3649371,11,3184808,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000624,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000624.fa.gz,1857655,25,675994,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000625,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000625.fa.gz,2066995,115,102034,True,,LNC_0377,RNC_0362,NC_0362,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000626,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000626.fa.gz,2627820,82,444394,True,,LNC_0041,RNC_0039,NC_0039,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000627,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000627.fa.gz,3003415,125,290533,True,,LNC_0032,RNC_0034,NC_0034,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000628,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000628.fa.gz,2009598,1,2009598,True,,LNC_0378,RNC_0363,NC_0363,LANI95_0093,RANI95_0090,ANI95_0090
STRAIN_000629,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000629.fa.gz,2725308,164,160031,True,,LNC_0046,RNC_0043,NC_0043,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000630,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000630.fa.gz,3332995,192,130875,True,,LNC_0105,RNC_0100,NC_0100,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000631,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000631.fa.gz,2024026,91,147738,True,,LNC_0379,RNC_0364,NC_0364,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000632,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000632.fa.gz,3534932,1,3534932,True,,LNC_0380,RNC_0365,NC_0365,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000633,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000633.fa.gz,2426000,57,488443,True,,LNC_0056,RNC_0052,NC_0052,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000634,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000634.fa.gz,2265060,21,681072,True,,LNC_0106,RNC_0101,NC_0101,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000635,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000635.fa.gz,2333831,114,498713,True,,LNC_0098,RNC_0094,NC_0094,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000636,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000636.fa.gz,2731642,91,201520,True,,LNC_0381,RNC_0366,NC_0366,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000637,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000637.fa.gz,2608223,1,2608223,True,,LNC_0010,RNC_0011,NC_0011,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000638,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000638.fa.gz,2365873,1,2365873,True,,LNC_0382,RNC_0367,NC_0367,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000639,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000639.fa.gz,2941522,1,2941522,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000640,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000640.fa.gz,2528774,3,2511216,True,,LNC_0383,RNC_0368,NC_0368,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000641,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000641.fa.gz,2416054,6,2266069,True,,LNC_0107,RNC_0102,NC_0102,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000642,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000642.fa.gz,2569807,56,421514,True,,LNC_0384,RNC_0369,NC_0369,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000643,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000643.fa.gz,2477403,28,346441,True,,LNC_0385,RNC_0370,NC_0370,LANI95_0009,RANI95_0009,ANI95_0009
STRAIN_000644,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000644.fa.gz,3259255,2,3194447,True,,LNC_0386,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000645,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000645.fa.gz,2151788,3,2084748,True,,LNC_0387,RNC_0371,NC_0371,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000646,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000646.fa.gz,3306722,2,3255555,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000647,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000647.fa.gz,2872191,130,289022,True,,LNC_0032,RNC_0034,NC_0034,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000648,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000648.fa.gz,2377451,321,43231,True,,LNC_0061,RNC_0056,NC_0056,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000649,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000649.fa.gz,3034666,123,480713,True,,LNC_0044,RNC_0025,NC_0025,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000650,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000650.fa.gz,2909187,190,123632,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000651,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000651.fa.gz,2834560,34,722392,True,,LNC_0017,RNC_0019,NC_0019,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000652,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000652.fa.gz,2655682,123,449021,True,,LNC_0388,RNC_0372,NC_0372,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000653,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000653.fa.gz,3020118,128,237568,True,,LNC_0389,RNC_0025,NC_0025,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000654,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000654.fa.gz,3067813,2,3022021,True,,LNC_0390,RNC_0373,NC_0373,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000655,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000655.fa.gz,2075935,151,150626,True,,LNC_0391,RNC_0374,NC_0374,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000656,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000656.fa.gz,3222993,48,537183,True,,LNC_0392,RNC_0375,NC_0375,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000657,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000657.fa.gz,3064363,1,3064363,True,,LNC_0393,RNC_0376,NC_0376,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000658,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000658.fa.gz,2452339,1,2452339,True,,LNC_0081,RNC_0076,NC_0076,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000659,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000659.fa.gz,2056704,133,230461,True,,LNC_0394,RNC_0377,NC_0377,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000660,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000660.fa.gz,2238401,1,2238401,True,,LNC_0035,RNC_0036,NC_0036,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000661,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000661.fa.gz,3382104,4,3206264,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000662,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000662.fa.gz,2430682,1,2430682,True,,LNC_0395,RNC_0378,NC_0378,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000663,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000663.fa.gz,3240583,3,3183386,True,,LNC_0066,RNC_0060,NC_0060,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000664,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000664.fa.gz,3332776,2,3323296,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000665,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000665.fa.gz,3103773,107,238720,True,,LNC_0396,RNC_0379,NC_0379,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000666,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000666.fa.gz,2867519,7,2667255,True,,LNC_0397,RNC_0380,NC_0380,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000667,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000667.fa.gz,3327263,6,3222977,True,,LNC_0398,RNC_0381,NC_0381,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000668,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000668.fa.gz,2424658,91,288625,True,,LNC_0018,RNC_0016,NC_0016,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000669,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000669.fa.gz,3268876,14,694118,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000670,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000670.fa.gz,2016340,29,298694,True,,LNC_0399,RNC_0382,NC_0382,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000671,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000671.fa.gz,3169723,403,236189,True,,LNC_0026,RNC_0026,NC_0026,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000672,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000672.fa.gz,2102268,1,2102268,True,,LNC_0400,RNC_0383,NC_0383,LANI95_0007,RANI95_0007,ANI95_0007
STRAIN_000673,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000673.fa.gz,2214245,58,418722,True,,LNC_0401,RNC_0384,NC_0384,LANI95_0020,RANI95_0020,ANI95_0020
STRAIN_000674,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000674.fa.gz,3308829,57,547817,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000675,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000675.fa.gz,3243828,5,3085008,True,,LNC_0006,RNC_0008,NC_0008,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000676,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000676.fa.gz,2161794,16,467960,True,,LNC_0402,RNC_0385,NC_0385,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000677,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000677.fa.gz,1939032,1,1939032,True,,LNC_0403,RNC_0386,NC_0386,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000678,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000678.fa.gz,2226862,1,2226862,True,,LNC_0404,RNC_0387,NC_0387,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000679,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000679.fa.gz,2016419,134,118821,True,,LNC_0405,RNC_0388,NC_0388,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000680,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000680.fa.gz,2091502,415,165143,True,,LNC_0043,RNC_0041,NC_0041,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000681,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000681.fa.gz,1937197,1,1937197,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000682,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000682.fa.gz,3181792,56,341766,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000683,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000683.fa.gz,3253666,5,3037092,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000684,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000684.fa.gz,3002945,39,2924905,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000685,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000685.fa.gz,3315179,65,553725,True,,LNC_0065,RNC_0059,NC_0059,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000686,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000686.fa.gz,2101878,1,2101878,True,,LNC_0406,RNC_0062,NC_0062,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000687,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000687.fa.gz,2689055,25,925382,True,,LNC_0407,RNC_0389,NC_0389,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000688,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000688.fa.gz,3075253,150,217853,True,,LNC_0026,RNC_0026,NC_0026,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000689,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000689.fa.gz,2923663,1,2923663,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000690,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000690.fa.gz,3230201,3,3191656,True,,LNC_0009,RNC_0010,NC_0010,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000691,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000691.fa.gz,3264501,5,3171824,True,,LNC_0408,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000692,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000692.fa.gz,3057669,558,264166,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000693,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000693.fa.gz,2162818,5,2069421,True,,LNC_0409,RNC_0390,NC_0390,LANI95_0006,RANI95_0006,ANI95_0006
STRAIN_000694,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000694.fa.gz,3366732,3,3265930,True,,LNC_0060,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000695,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000695.fa.gz,1887974,1,1887974,True,,LNC_0054,RNC_0028,NC_0028,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000696,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000696.fa.gz,2706818,5,2573315,True,,LNC_0041,RNC_0039,NC_0039,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000697,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000697.fa.gz,3062980,80,318447,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000698,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000698.fa.gz,3054756,77,318234,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000699,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000699.fa.gz,3082039,127,318344,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000700,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000700.fa.gz,3082213,78,294749,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000701,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000701.fa.gz,3364901,3,3244416,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000702,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000702.fa.gz,2902983,108,286929,True,,LNC_0032,RNC_0034,NC_0034,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000703,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000703.fa.gz,3323585,6,3218570,True,,LNC_0410,RNC_0391,NC_0391,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000704,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000704.fa.gz,3250154,2,3242936,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000705,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000705.fa.gz,2892155,29,340081,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000706,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000706.fa.gz,2360935,1,2360935,True,,LNC_0411,RNC_0392,NC_0392,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000707,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000707.fa.gz,2077539,170,123955,True,,LNC_0412,RNC_0393,NC_0393,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000708,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000708.fa.gz,2163875,12,704409,True,,LNC_0413,RNC_0394,NC_0394,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000709,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000709.fa.gz,2969245,45,217835,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000710,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000710.fa.gz,3317677,3,3247789,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000711,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000711.fa.gz,3007502,1,3007502,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000712,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000712.fa.gz,3304282,1,3304282,True,,LNC_0033,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000713,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000713.fa.gz,3218730,40,702547,True,,LNC_0039,RNC_0033,NC_0033,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000714,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000714.fa.gz,2669227,148,259009,True,,LNC_0414,RNC_0395,NC_0395,LANI95_0008,RANI95_0008,ANI95_0008
STRAIN_000715,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000715.fa.gz,3132038,102,294552,True,,LNC_0415,RNC_0396,NC_0396,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000716,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000716.fa.gz,3161186,45,611865,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000717,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000717.fa.gz,2199865,3,1630832,True,,LNC_0031,RNC_0032,NC_0032,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000718,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000718.fa.gz,3450683,14,3143149,True,,LNC_0416,RNC_0397,NC_0397,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000719,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000719.fa.gz,2286958,31,423567,True,,LNC_0050,RNC_0047,NC_0047,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000720,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000720.fa.gz,2426298,6,986561,True,,LNC_0090,RNC_0085,NC_0085,LANI95_0012,RANI95_0012,ANI95_0012
STRAIN_000721,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000721.fa.gz,5028010,1,5028010,True,,LNC_0417,RNC_0398,NC_0398,LANI95_0024,RANI95_0024,ANI95_0024
STRAIN_000722,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000722.fa.gz,3269258,6,3152304,True,,LNC_0021,RNC_0021,NC_0021,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000723,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000723.fa.gz,3082420,352,279800,True,,LNC_0418,RNC_0399,NC_0399,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000724,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000724.fa.gz,1879705,100,1654674,True,,LNC_0419,RNC_0400,NC_0400,LANI95_0005,RANI95_0005,ANI95_0005
STRAIN_000725,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000725.fa.gz,1987806,21,709917,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010
STRAIN_000726,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000726.fa.gz,2403825,1,2403825,True,,LNC_0023,RNC_0022,NC_0022,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000727,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000727.fa.gz,3310911,2,3257370,True,,LNC_0005,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000728,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000728.fa.gz,2759364,176,126611,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000729,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000729.fa.gz,2760455,175,126611,True,,LNC_0020,RNC_0020,NC_0020,LANI95_0018,RANI95_0018,ANI95_0018
STRAIN_000730,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000730.fa.gz,3249803,1,3249803,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000731,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000731.fa.gz,2427458,1,2427458,True,,LNC_0420,RNC_0401,NC_0401,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000732,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000732.fa.gz,2535489,1,2535489,True,,LNC_0421,RNC_0402,NC_0402,LANI95_0023,RANI95_0023,ANI95_0023
STRAIN_000733,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000733.fa.gz,3007472,1,3007472,True,,LNC_0014,RNC_0015,NC_0015,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000734,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000734.fa.gz,3344312,2,3308242,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000735,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000735.fa.gz,2212477,1,2212477,True,,LNC_0422,RNC_0403,NC_0403,LANI95_0016,RANI95_0016,ANI95_0016
STRAIN_000736,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000736.fa.gz,2193720,1,2193720,True,,LNC_0423,RNC_0404,NC_0404,LANI95_0013,RANI95_0013,ANI95_0013
STRAIN_000737,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000737.fa.gz,1917453,31,288297,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000738,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000738.fa.gz,2831954,1,2831954,True,,LNC_0053,RNC_0049,NC_0049,LANI95_0004,RANI95_0004,ANI95_0004
STRAIN_000739,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000739.fa.gz,2935174,1,2935174,True,,LNC_0424,RNC_0405,NC_0405,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000740,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000740.fa.gz,2991149,1,2991149,True,,LNC_0004,RNC_0005,NC_0005,LANI95_0003,RANI95_0003,ANI95_0003
STRAIN_000741,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000741.fa.gz,3353701,3,3295397,True,,LNC_0003,RNC_0003,NC_0003,LANI95_0001,RANI95_0001,ANI95_0001
STRAIN_000742,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000742.fa.gz,2372186,150,969914,True,,LNC_0108,RNC_0103,NC_0103,LANI95_0002,RANI95_0002,ANI95_0002
STRAIN_000743,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000743.fa.gz,2033249,222,1538848,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000744,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000744.fa.gz,2089853,62,2061480,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
STRAIN_000745,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000745.fa.gz,1972106,145,695265,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011
