strain_entity_id,current_genome_key,primary_accession,gcf_accession,gca_accession,species,strain,taxon_main,taxon_key,assembly_level,culture_collection,isolation_source,isolation_host,isolation_country,isolation_sample_type,legacy_pdb_ids,legacy_genome_uids,culture_collection_ids,local_genome_files,local_genome_file_count,old_paper_count,old_evidence_count,old_clinical_count,old_animal_count,old_in_vitro_count,probiotic_source_tags,matched_evidence_rows_v3,matched_publications_v3,matched_functions_v3,clinical_evidence_v3,animal_evidence_v3,in_vitro_evidence_v3,has_strain_resolved_evidence_v3,registry_accession_candidates,accession_source_columns,identity_match_status,identity_match_method,matched_genome_path,matched_genome_file,matched_genome_accessions,matched_valid_fasta,matched_total_bp,matched_n50,matched_contigs
STRAIN_000134,GCF_000020225.1,GCF_000020225.1,GCF_000020225.1,GCA_000020225.1,Akkermansia muciniphila,ATCC BAA-835,muciniphila,muciniphila,Complete Genome,,,,,,PDB_000562,Akkermansia muciniphila||ATCC BAA-835,ATCCBAA835,G:\安雄伟论文\数据\genomes\ncbi\GCA_000020225.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000020225.1 | GCA_000020225.1,"GCF_000020225.1:current_genome_key,primary_accession,gcf_accession || GCA_000020225.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000020225.1.fa.gz,GCA_000020225.1.fa.gz,GCA_000020225.1,True,2664102,2664102,1
STRAIN_000135,GCF_000020425.1,GCF_000020425.1,GCF_000020425.1,GCA_000020425.1,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,ATCC 15697,longum,longum|infantis,Complete Genome,ATCC:15697,,,,,PDB_000589,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088||ATCC 15697,ATCC15697 | DSM20088 | JCM1222,G:\安雄伟论文\数据\genomes\ncbi\GCA_000020425.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000020425.1 | GCA_000020425.1,"GCF_000020425.1:current_genome_key,primary_accession,gcf_accession || GCA_000020425.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000020425.1.fa.gz,GCA_000020425.1.fa.gz,GCA_000020425.1,True,2832748,2832748,1
STRAIN_000136,GCF_000021325.1,GCF_000021325.1,GCF_000021325.1,GCA_000021325.1,Gluconacetobacter diazotrophicus PA1 5,PAl 5; ATCC 49037,diazotrophicus,diazotrophicus,Complete Genome,ATCC:49037,,,,,PDB_000614,Gluconacetobacter diazotrophicus PA1 5||PAl 5; ATCC 49037,ATCC49037,G:\安雄伟论文\数据\genomes\ncbi\GCA_000021325.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000021325.1 | GCA_000021325.1,"GCF_000021325.1:current_genome_key,primary_accession,gcf_accession || GCA_000021325.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000021325.1.fa.gz,GCA_000021325.1.fa.gz,GCA_000021325.1,True,3914947,3887492,2
STRAIN_000137,GCF_000021425.1,GCF_000021425.1,GCF_000021425.1,GCA_000021425.1,Bifidobacterium animalis subsp. lactis,AD011,animalis,animalis|lactis,Complete Genome,,,,,,PDB_000770,Bifidobacterium animalis subsp. lactis||AD011,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000021425.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000021425.1 | GCA_000021425.1,"GCF_000021425.1:current_genome_key,primary_accession,gcf_accession || GCA_000021425.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000021425.1.fa.gz,GCA_000021425.1.fa.gz,GCA_000021425.1,True,1933695,1933695,1
STRAIN_000138,GCF_000022705.1,GCF_000022705.1,GCF_000022705.1,GCA_000022705.1,Bifidobacterium animalis subsp. lactis,Bl-04; ATCC SD5219,animalis,animalis|lactis,Complete Genome,ATCC:SD5219,,,,,PDB_000747,Bifidobacterium animalis subsp. lactis||Bl-04; ATCC SD5219,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000022705.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000022705.1 | GCA_000022705.1,"GCF_000022705.1:current_genome_key,primary_accession,gcf_accession || GCA_000022705.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000022705.1.fa.gz,GCA_000022705.1.fa.gz,GCA_000022705.1,True,1938709,1938709,1
STRAIN_000139,GCF_000022965.1,GCF_000022965.1,GCF_000022965.1,GCA_000022965.1,Bifidobacterium animalis subsp. lactis,DSM 10140,animalis,animalis|lactis,Complete Genome,DSM:10149,,,,,PDB_000759,Bifidobacterium animalis subsp. lactis||DSM 10140,DSM10140 | DSM10149,G:\安雄伟论文\数据\genomes\ncbi\GCA_000022965.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000022965.1 | GCA_000022965.1,"GCF_000022965.1:current_genome_key,primary_accession,gcf_accession || GCA_000022965.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000022965.1.fa.gz,GCA_000022965.1.fa.gz,GCA_000022965.1,True,1938483,1938483,1
STRAIN_000140,GCF_000023085.1,GCF_000023085.1,GCF_000023085.1,GCA_000023085.1,Lactiplantibacillus plantarum,JDM1,plantarum,plantarum,Complete Genome,,,,,,PDB_000451,Lactiplantibacillus plantarum||JDM1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000023085.1.fa.gz,1,1,1,0,1,0,Optibac,0,0,0,0,0,0,NO,GCF_000023085.1 | GCA_000023085.1,"GCF_000023085.1:current_genome_key,primary_accession,gcf_accession || GCA_000023085.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000023085.1.fa.gz,GCA_000023085.1.fa.gz,GCA_000023085.1,True,3197759,3197759,1
STRAIN_000141,GCF_000023205.1,GCF_000023205.1,GCF_000023205.1,GCA_000023205.1,Micrococcus luteus NCTC 2665,NCTC 2665 (Fleming 2665),luteus,luteus,Complete Genome,,,,,,PDB_000518,Micrococcus luteus NCTC 2665||NCTC 2665 (Fleming 2665),NCTC2665,G:\安雄伟论文\数据\genomes\ncbi\GCA_000023205.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000023205.1 | GCA_000023205.1,"GCF_000023205.1:current_genome_key,primary_accession,gcf_accession || GCA_000023205.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000023205.1.fa.gz,GCA_000023205.1.fa.gz,GCA_000023205.1,True,2501097,2501097,1
STRAIN_000142,GCF_000023585.1,GCF_000023585.1,GCF_000023585.1,GCA_000023585.1,Paenibacillus sp.,JDR-2,sp,sp,Complete Genome,,,,,,PDB_000612,Paenibacillus sp.||JDR-2,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000023585.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000023585.1 | GCA_000023585.1,"GCF_000023585.1:current_genome_key,primary_accession,gcf_accession || GCA_000023585.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000023585.1.fa.gz,GCA_000023585.1.fa.gz,GCA_000023585.1,True,7184930,7184930,1
STRAIN_000143,GCF_000024445.1,GCF_000024445.1,GCF_000024445.1,GCA_000024445.1,Bifidobacterium dentium,Bd1,dentium,dentium,Complete Genome,,,,,,PDB_000639,Bifidobacterium dentium||Bd1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000024445.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000024445.1 | GCA_000024445.1,"GCF_000024445.1:current_genome_key,primary_accession,gcf_accession || GCA_000024445.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000024445.1.fa.gz,GCA_000024445.1.fa.gz,GCA_000024445.1,True,2636367,2636367,1
STRAIN_000144,GCF_000025045.1,GCF_000025045.1,GCF_000025045.1,GCA_000025045.1,Lactococcus lactis subsp. lactis,KF147,lactis,lactis|lactis,Complete Genome,,sprouts,mung bean,,,PDB_000469,Lactococcus lactis subsp. lactis||KF147,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000025045.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000025045.1 | GCA_000025045.1,"GCF_000025045.1:current_genome_key,primary_accession,gcf_accession || GCA_000025045.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000025045.1.fa.gz,GCA_000025045.1.fa.gz,GCA_000025045.1,True,2635654,2598144,2
STRAIN_000145,GCF_000025245.2,GCF_000025245.2,GCF_000025245.2,GCA_000025245.2,Bifidobacterium animalis subsp. lactis,BB-12,animalis,animalis|lactis,Complete Genome,,,,,,PDB_000012,Bifidobacterium animalis subsp. lactis||BB-12,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000025245.2.fa.gz,1,2,2,0,0,0,Optibac,2,2,1,0,0,0,YES,GCF_000025245.2 | GCA_000025245.2,"GCF_000025245.2:current_genome_key,primary_accession,gcf_accession || GCA_000025245.2:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000025245.2.fa.gz,GCA_000025245.2.fa.gz,GCA_000025245.2,True,1944152,1944152,1
STRAIN_000146,GCF_000025965.1,GCF_000025965.1,GCF_000025965.1,GCA_000025965.1,Aromatoleum aromaticum,EbN1,aromaticum,aromaticum,Complete Genome,,,,,,PDB_000617,Aromatoleum aromaticum||EbN1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000025965.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000025965.1 | GCA_000025965.1,"GCF_000025965.1:current_genome_key,primary_accession,gcf_accession || GCA_000025965.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000025965.1.fa.gz,GCA_000025965.1.fa.gz,GCA_000025965.1,True,4727255,4296230,3
STRAIN_000147,GCF_000025985.1,GCF_000025985.1,GCF_000025985.1,GCA_000025985.1,Bacteroides fragilis,NCTC 9343,fragilis,fragilis,Complete Genome,,,,,,PDB_000713,Bacteroides fragilis||NCTC 9343,NCTC9343,G:\安雄伟论文\数据\genomes\ncbi\GCA_000025985.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000025985.1 | GCA_000025985.1,"GCF_000025985.1:current_genome_key,primary_accession,gcf_accession || GCA_000025985.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000025985.1.fa.gz,GCA_000025985.1.fa.gz,GCA_000025985.1,True,5241700,5205140,2
STRAIN_000148,GCF_000026185.1,GCF_000026185.1,GCF_000026185.1,GCA_000026185.1,Erwinia tasmaniensis,Et1/99,tasmaniensis,tasmaniensis,Complete Genome,,,,,,PDB_000529,Erwinia tasmaniensis||Et1/99,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000026185.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000026185.1 | GCA_000026185.1,"GCF_000026185.1:current_genome_key,primary_accession,gcf_accession || GCA_000026185.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000026185.1.fa.gz,GCA_000026185.1.fa.gz,GCA_000026185.1,True,4067864,3883467,6
STRAIN_000149,GCF_000026485.1,GCF_000026485.1,GCF_000026485.1,GCA_000026485.1,Lacticaseibacillus paracasei,BL23,paracasei,paracasei,Complete Genome,,,,,,PDB_000010,Lacticaseibacillus paracasei||BL23,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000026485.1.fa.gz,1,14,14,10,3,0,Optibac,4,2,2,1,0,0,YES,GCF_000026485.1 | GCA_000026485.1,"GCF_000026485.1:current_genome_key,primary_accession,gcf_accession || GCA_000026485.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000026485.1.fa.gz,GCA_000026485.1.fa.gz,GCA_000026485.1,True,3079196,3079196,1
STRAIN_000150,GCF_000026505.1,GCF_000026505.1,GCF_000026505.1,GCA_000026505.1,Lacticaseibacillus rhamnosus GG,GG (ATCC 53103),rhamnosus,rhamnosus,Complete Genome,,,,,,PDB_000655,Lacticaseibacillus rhamnosus GG||GG (ATCC 53103),ATCC53103,G:\安雄伟论文\数据\genomes\ncbi\GCA_000026505.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000026505.1 | GCA_000026505.1,"GCF_000026505.1:current_genome_key,primary_accession,gcf_accession || GCA_000026505.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000026505.1.fa.gz,GCA_000026505.1.fa.gz,GCA_000026505.1,True,3010111,3010111,1
STRAIN_000151,GCF_000026525.1,GCF_000026525.1,GCF_000026525.1,GCA_000026525.1,Lacticaseibacillus rhamnosus,Lc 705,rhamnosus,rhamnosus,Complete Genome,,,,,,PDB_000704 | PDB_000814,Lacticaseibacillus rhamnosus||Lc 705,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000026525.1.fa.gz,1,41,41,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000026525.1 | GCA_000026525.1,"GCF_000026525.1:current_genome_key,primary_accession,gcf_accession || GCA_000026525.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000026525.1.fa.gz,GCA_000026525.1.fa.gz,GCA_000026525.1,True,3033106,2968598,2
STRAIN_000152,GCF_000046845.1,GCF_000046845.1,GCF_000046845.1,GCA_000046845.1,Acinetobacter baylyi,ADP1,baylyi,baylyi,Complete Genome,,,,,,PDB_000563,Acinetobacter baylyi||ADP1,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000046845.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000046845.1 | GCA_000046845.1,"GCF_000046845.1:current_genome_key,primary_accession,gcf_accession || GCA_000046845.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000046845.1.fa.gz,GCA_000046845.1.fa.gz,GCA_000046845.1,True,3598621,3598621,1
STRAIN_000153,GCF_000056065.1,GCF_000056065.1,GCF_000056065.1,GCA_000056065.1,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,ATCC 11842,delbrueckii,delbrueckii|bulgaricus,Complete Genome,,,,,,PDB_000775,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002||ATCC 11842,ATCC11842 | JCM1002,G:\安雄伟论文\数据\genomes\ncbi\GCA_000056065.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000056065.1 | GCA_000056065.1,"GCF_000056065.1:current_genome_key,primary_accession,gcf_accession || GCA_000056065.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000056065.1.fa.gz,GCA_000056065.1.fa.gz,GCA_000056065.1,True,1864998,1864998,1
STRAIN_000154,GCF_000091725.1,GCF_000091725.1,GCF_000091725.1,GCA_000091725.1,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,CIRM-B1AI,freudenreichii,freudenreichii|shermanii,Complete Genome,,,,,,PDB_000512,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1||CIRM-B1AI,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000091725.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000091725.1 | GCA_000091725.1,"GCF_000091725.1:current_genome_key,primary_accession,gcf_accession || GCA_000091725.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000091725.1.fa.gz,GCA_000091725.1.fa.gz,GCA_000091725.1,True,2616384,2616384,1
STRAIN_000155,GCF_000092325.1,GCF_000092325.1,GCF_000092325.1,GCA_000092325.1,Bifidobacterium longum subsp. longum,JDM301,longum,longum|longum,Complete Genome,,,,,,PDB_000631,Bifidobacterium longum subsp. longum||JDM301,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000092325.1.fa.gz,1,0,0,0,0,0,Cell2025_Bifi_Probio_DB,0,0,0,0,0,0,NO,GCF_000092325.1 | GCA_000092325.1,"GCF_000092325.1:current_genome_key,primary_accession,gcf_accession || GCA_000092325.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000092325.1.fa.gz,GCA_000092325.1.fa.gz,GCA_000092325.1,True,2477838,2477838,1
STRAIN_000156,GCF_000092765.1,GCF_000092765.1,GCF_000092765.1,GCA_000092765.1,Bifidobacterium animalis subsp. lactis,V9,animalis,animalis|lactis,Complete Genome,,,,,,PDB_000729,Bifidobacterium animalis subsp. lactis||V9,,G:\安雄伟论文\数据\genomes\china\keylab\Bifidobacterium_animalis_subsp._lactis_V9.fa.gz | G:\安雄伟论文\数据\genomes\china\ncbi\GCA_000092765.1.fa.gz,2,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000092765.1 | GCA_000092765.1,"GCF_000092765.1:current_genome_key,primary_accession,gcf_accession || GCA_000092765.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_000092765.1.fa.gz,GCA_000092765.1.fa.gz,GCA_000092765.1,True,1944050,1944050,1
STRAIN_000157,GCF_000143205.1,GCF_000143205.1,GCF_000143205.1,GCA_000143205.1,Lactococcus cremoris subsp. cremoris,NZ9000,cremoris,cremoris|cremoris,Complete Genome,,,,,,PDB_000572,Lactococcus cremoris subsp. cremoris||NZ9000,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000143205.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000143205.1 | GCA_000143205.1,"GCF_000143205.1:current_genome_key,primary_accession,gcf_accession || GCA_000143205.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000143205.1.fa.gz,GCA_000143205.1.fa.gz,GCA_000143205.1,True,2530294,2530294,1
STRAIN_000158,GCF_000143435.1,GCF_000143435.1,GCF_000143435.1,GCA_000143435.1,Ligilactobacillus salivarius,CECT 5713,salivarius,salivarius,Complete Genome,,,,,,PDB_000724,Ligilactobacillus salivarius||CECT 5713,CECT5713,G:\安雄伟论文\数据\genomes\ncbi\GCA_000143435.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000143435.1 | GCA_000143435.1,"GCF_000143435.1:current_genome_key,primary_accession,gcf_accession || GCA_000143435.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000143435.1.fa.gz,GCA_000143435.1.fa.gz,GCA_000143435.1,True,2136138,1828169,4
STRAIN_000159,GCF_000143745.1,GCF_000143745.1,GCF_000143745.1,GCA_000143745.1,Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437,ATCC 14917,plantarum,plantarum|plantarum,Scaffold,ATCC:14917,missing,Homo sapiens,not determined,,PDB_000443,Lactiplantibacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437||ATCC 14917,ATCC14917 | JCM1149,G:\安雄伟论文\数据\genomes\ncbi\GCA_000143745.1.fa.gz,1,5,5,0,5,0,Optibac,0,0,0,0,0,0,NO,GCF_000143745.1 | GCA_000143745.1,"GCF_000143745.1:current_genome_key,primary_accession,gcf_accession || GCA_000143745.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000143745.1.fa.gz,GCA_000143745.1.fa.gz,GCA_000143745.1,True,3212261,554392,9
STRAIN_000160,GCF_000145235.1,GCF_000145235.1,GCF_000145235.1,GCA_000145235.1,Micromonospora aurantiaca,ATCC 27029,aurantiaca,aurantiaca,Complete Genome,,,,Missing,,PDB_000517,Micromonospora aurantiaca||ATCC 27029,ATCC27029,G:\安雄伟论文\数据\genomes\ncbi\GCA_000145235.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000145235.1 | GCA_000145235.1,"GCF_000145235.1:current_genome_key,primary_accession,gcf_accession || GCA_000145235.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000145235.1.fa.gz,GCA_000145235.1.fa.gz,GCA_000145235.1,True,7025559,7025559,1
STRAIN_000161,GCF_000146775.1,GCF_000146775.1,GCF_000146775.1,GCA_000146775.1,Bifidobacterium dentium,ATCC 27679,dentium,dentium,Scaffold,ATCC:27679,missing,Homo sapiens,not determined,,PDB_000662,Bifidobacterium dentium||ATCC 27679,ATCC27679,G:\安雄伟论文\数据\genomes\ncbi\GCA_000146775.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000146775.1 | GCA_000146775.1,"GCF_000146775.1:current_genome_key,primary_accession,gcf_accession || GCA_000146775.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000146775.1.fa.gz,GCA_000146775.1.fa.gz,GCA_000146775.1,True,2645781,2431709,10
STRAIN_000162,GCF_000148815.2,GCF_000148815.2,GCF_000148815.2,GCA_000148815.2,Lactiplantibacillus plantarum,ST-III,plantarum,plantarum,Complete Genome,,,,,,PDB_000482,Lactiplantibacillus plantarum||ST-III,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000148815.2.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000148815.2 | GCA_000148815.2,"GCF_000148815.2:current_genome_key,primary_accession,gcf_accession || GCA_000148815.2:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000148815.2.fa.gz,GCA_000148815.2.fa.gz,GCA_000148815.2,True,3307936,3254376,2
STRAIN_000163,GCF_000154085.1,GCF_000154085.1,GCF_000154085.1,GCA_000154085.1,Bifidobacterium adolescentis,L2-32,adolescentis,adolescentis,Scaffold,,missing,Homo sapiens,not determined,,PDB_000606,Bifidobacterium adolescentis||L2-32,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000154085.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000154085.1 | GCA_000154085.1,"GCF_000154085.1:current_genome_key,primary_accession,gcf_accession || GCA_000154085.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000154085.1.fa.gz,GCA_000154085.1.fa.gz,GCA_000154085.1,True,2389110,604548,40
STRAIN_000164,GCF_000154765.2,GCF_000154765.2,GCF_000154765.2,GCA_000154765.2,Phaeobacter inhibens,DSM 17395,inhibens,inhibens,Complete Genome,DSM:17395,,,,,PDB_000513,Phaeobacter inhibens||DSM 17395,DSM17395,G:\安雄伟论文\数据\genomes\ncbi\GCA_000154765.2.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000154765.2 | GCA_000154765.2,"GCF_000154765.2:current_genome_key,primary_accession,gcf_accession || GCA_000154765.2:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000154765.2.fa.gz,GCA_000154765.2.fa.gz,GCA_000154765.2,True,4227134,3821831,4
STRAIN_000165,GCF_000155355.1,GCF_000155355.1,GCF_000155355.1,GCA_000155355.1,Bacillus subtilis subsp. subtilis str.,JH642,subtilis,subtilis|subtilis,Chromosome,,,,,,PDB_000539,Bacillus subtilis subsp. subtilis str.||JH642,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000155355.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000155355.1 | GCA_000155355.1,"GCF_000155355.1:current_genome_key,primary_accession,gcf_accession || GCA_000155355.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000155355.1.fa.gz,GCA_000155355.1.fa.gz,GCA_000155355.1,True,4187615,4187615,1
STRAIN_000166,GCF_000155375.1,GCF_000155375.1,GCF_000155375.1,GCA_000155375.1,Bacillus subtilis subsp. subtilis str.,SMY,subtilis,subtilis|subtilis,Chromosome,,,,,,PDB_000535,Bacillus subtilis subsp. subtilis str.||SMY,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000155375.1.fa.gz,1,0,0,0,0,0,,0,0,0,0,0,0,NO,GCF_000155375.1 | GCA_000155375.1,"GCF_000155375.1:current_genome_key,primary_accession,gcf_accession || GCA_000155375.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000155375.1.fa.gz,GCA_000155375.1.fa.gz,GCA_000155375.1,True,4214643,4214643,1
STRAIN_000167,GCF_000155395.1,GCF_000155395.1,GCF_000155395.1,GCA_000155395.1,Bifidobacterium bifidum,NCIMB 41171,bifidum,bifidum,Scaffold,,missing,Homo sapiens,not determined,,PDB_000691,Bifidobacterium bifidum||NCIMB 41171,NCIMB41171,G:\安雄伟论文\数据\genomes\ncbi\GCA_000155395.1.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000155395.1 | GCA_000155395.1,"GCF_000155395.1:current_genome_key,primary_accession,gcf_accession || GCA_000155395.1:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000155395.1.fa.gz,GCA_000155395.1.fa.gz,GCA_000155395.1,True,2202695,1497472,9
STRAIN_000168,GCF_000155515.2,GCF_000155515.2,GCF_000155515.2,GCA_000155515.2,Lacticaseibacillus paracasei subsp. paracasei 8700:2,362.5013889,paracasei,paracasei|paracasei,Complete Genome,,,Homo sapiens,not determined,,PDB_000725,Lacticaseibacillus paracasei subsp. paracasei 8700:2||362.5013889,,G:\安雄伟论文\数据\genomes\ncbi\GCA_000155515.2.fa.gz,1,0,0,0,0,0,Optibac,0,0,0,0,0,0,NO,GCF_000155515.2 | GCA_000155515.2,"GCF_000155515.2:current_genome_key,primary_accession,gcf_accession || GCA_000155515.2:gca_accession,local_genome_files",MATCHED,EXACT_VERSION,/root/autodl-tmp/axw/genomes/ncbi/GCA_000155515.2.fa.gz,GCA_000155515.2.fa.gz,GCA_000155515.2,True,3025352,2939026,3
