genome_file,genome_path,file_size_bytes,accession_from_filename,accession_base,valid_fasta,contigs,total_bp,n50,largest_contig,smallest_contig,gc_percent,n_percent,error,all_path_accessions,all_path_accession_bases,n_path_accessions
GCA_001742205.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001742205.1.fa.gz,577503,GCA_001742205.1,GCA_001742205,True,1,1949874,1949874,1949874,1949874,52.2107,0.0,,GCA_001742205.1,GCA_001742205,1
GCA_001742965.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001742965.1.fa.gz,947550,GCA_001742965.1,GCA_001742965,True,25,3165622,321914,803927,530,44.6725,0.003412,,GCA_001742965.1,GCA_001742965,1
GCA_001746265.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001746265.2.fa.gz,596523,GCA_001746265.2,GCA_001746265,True,1,2053066,2053066,2053066,2053066,37.028,0.0,,GCA_001746265.2,GCA_001746265,1
GCA_001750745.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001750745.1.fa.gz,1248941,GCA_001750745.1,GCA_001750745,True,1,4217945,4217945,4217945,4217945,43.5083,0.008843,,GCA_001750745.1,GCA_001750745,1
GCA_001754005.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001754005.1.fa.gz,928864,GCA_001754005.1,GCA_001754005,True,102,3080303,80270,405771,207,44.6756,0.0,,GCA_001754005.1,GCA_001754005,1
GCA_001831235.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001831235.1.fa.gz,864333,GCA_001831235.1,GCA_001831235,True,25,2894885,269502,434456,983,46.7321,0.090815,,GCA_001831235.1,GCA_001831235,1
GCA_001854105.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001854105.1.fa.gz,552142,GCA_001854105.1,GCA_001854105,True,1,2098685,2098685,2098685,2098685,52.5038,12.762706,,GCA_001854105.1,GCA_001854105,1
GCA_001855705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001855705.1.fa.gz,552935,GCA_001855705.1,GCA_001855705,True,1,1869510,1869510,1869510,1869510,39.0192,0.0,,GCA_001855705.1,GCA_001855705,1
GCA_001856165.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001856165.1.fa.gz,825509,GCA_001856165.1,GCA_001856165,True,6,2850353,2642169,2642169,11987,35.4131,1.295313,,GCA_001856165.1,GCA_001856165,1
GCA_001880185.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001880185.2.fa.gz,1065157,GCA_001880185.2,GCA_001880185,True,15,3576440,3235952,3235952,2273,44.2154,0.0,,GCA_001880185.2,GCA_001880185,1
GCA_001885295.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001885295.1.fa.gz,828883,GCA_001885295.1,GCA_001885295,True,193,2744915,38635,161173,202,46.4225,0.008488,,GCA_001885295.1,GCA_001885295,1
GCA_001888275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001888275.1.fa.gz,1095913,GCA_001888275.1,GCA_001888275,True,234,3646071,87428,308690,205,43.8758,0.0,,GCA_001888275.1,GCA_001888275,1
GCA_001888525.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001888525.1.fa.gz,1015527,GCA_001888525.1,GCA_001888525,True,37,3393963,204984,687397,245,44.2326,0.0,,GCA_001888525.1,GCA_001888525,1
GCA_001888645.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001888645.1.fa.gz,939610,GCA_001888645.1,GCA_001888645,True,99,3127674,106760,306238,207,45.0617,0.0,,GCA_001888645.1,GCA_001888645,1
GCA_001888655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001888655.1.fa.gz,957525,GCA_001888655.1,GCA_001888655,True,34,3198627,368952,631275,229,44.5429,0.0,,GCA_001888655.1,GCA_001888655,1
GCA_001888735.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001888735.1.fa.gz,990620,GCA_001888735.1,GCA_001888735,True,67,3302055,173004,273566,213,44.4348,0.0,,GCA_001888735.1,GCA_001888735,1
GCA_001889975.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001889975.1.fa.gz,668537,GCA_001889975.1,GCA_001889975,True,14,2302234,1570268,1570268,4943,39.0065,0.0,,GCA_001889975.1,GCA_001889975,1
GCA_001908455.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001908455.1.fa.gz,1020163,GCA_001908455.1,GCA_001908455,True,7,3433628,3193112,3193112,21512,44.3027,0.0,,GCA_001908455.1,GCA_001908455,1
GCA_001940535.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001940535.1.fa.gz,688079,GCA_001940535.1,GCA_001940535,True,22,2329981,298022,347949,1178,59.9043,0.000215,,GCA_001940535.1,GCA_001940535,1
GCA_001940585.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001940585.1.fa.gz,910831,GCA_001940585.1,GCA_001940585,True,238,3026190,23880,102601,512,47.8094,0.0,,GCA_001940585.1,GCA_001940585,1
GCA_001940585.1.fna.gz,/root/autodl-tmp/axw/genomes/ncbi/.download_tmp/GCA_001940585.1.fna.gz,910831,GCA_001940585.1,GCA_001940585,True,238,3026190,23880,102601,512,47.8094,0.0,,GCA_001940585.1,GCA_001940585,1
GCA_001941785.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001941785.1.fa.gz,674519,GCA_001941785.1,GCA_001941785,True,4,2272328,2176678,2176678,29166,51.0223,0.0,,GCA_001941785.1,GCA_001941785,1
GCA_001950045.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001950045.1.fa.gz,590306,GCA_001950045.1,GCA_001950045,True,25,2009507,242365,515002,1146,34.6029,0.001443,,GCA_001950045.1,GCA_001950045,1
GCA_001953135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001953135.1.fa.gz,549575,GCA_001953135.1,GCA_001953135,True,1,1868180,1868180,1868180,1868180,49.7807,0.0,,GCA_001953135.1,GCA_001953135,1
GCA_001982425.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001982425.1.fa.gz,861771,GCA_001982425.1,GCA_001982425,True,72,2872742,107739,207972,235,46.6327,0.001149,,GCA_001982425.1,GCA_001982425,1
GCA_001988935.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001988935.1.fa.gz,924592,GCA_001988935.1,GCA_001988935,True,2,3114755,3068152,3068152,46603,46.8021,0.0,,GCA_001988935.1,GCA_001988935,1
GCA_001990145.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001990145.1.fa.gz,1031327,GCA_001990145.1,GCA_001990145,True,7,3462990,3249180,3249180,17514,44.3158,0.0,,GCA_001990145.1,GCA_001990145,1
GCA_001990225.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_001990225.1.fa.gz,709354,GCA_001990225.1,GCA_001990225,True,1,2403402,2403402,2403402,2403402,59.0031,0.0,,GCA_001990225.1,GCA_001990225,1
GCA_002000885.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002000885.1.fa.gz,548826,GCA_002000885.1,GCA_002000885,True,1,1861754,1861754,1861754,1861754,49.6047,0.0,,GCA_002000885.1,GCA_002000885,1
GCA_002005385.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002005385.2.fa.gz,987343,GCA_002005385.2,GCA_002005385,True,1,3311056,3311056,3311056,3311056,44.513,0.0,,GCA_002005385.2,GCA_002005385,1
GCA_002012365.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002012365.1.fa.gz,543953,GCA_002012365.1,GCA_002012365,True,1,1839134,1839134,1839134,1839134,39.0807,0.0,,GCA_002012365.1,GCA_002012365,1
GCA_002017995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002017995.1.fa.gz,801647,GCA_002017995.1,GCA_002017995,True,10,2736171,2361510,2361510,11364,45.3041,0.0,,GCA_002017995.1,GCA_002017995,1
GCA_002024845.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002024845.1.fa.gz,963325,GCA_002024845.1,GCA_002024845,True,2,3230754,3197722,3197722,33032,44.5371,0.0,,GCA_002024845.1,GCA_002024845,1
GCA_002027265.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002027265.1.fa.gz,691877,GCA_002027265.1,GCA_002027265,True,25,2330408,216605,376001,1173,58.8961,0.000558,,GCA_002027265.1,GCA_002027265,1
GCA_002072085.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002072085.1.fa.gz,577189,GCA_002072085.1,GCA_002072085,True,1,1949297,1949297,1949297,1949297,52.084,0.466835,,GCA_002072085.1,GCA_002072085,1
GCA_002075105.1.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_002075105.1.fa.gz,474370,GCA_002075105.1,GCA_002075105,True,2,1636037,1422440,1422440,213597,38.2472,0.0,,GCA_002075105.1,GCA_002075105,1
GCA_002076955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002076955.1.fa.gz,857435,GCA_002076955.1,GCA_002076955,True,1,2884966,2884966,2884966,2884966,46.7778,0.0,,GCA_002076955.1,GCA_002076955,1
GCA_002078375.4.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078375.4.fa.gz,723413,GCA_002078375.4,GCA_002078375,True,9,2493021,2250660,2250660,2064,35.7123,0.0,,GCA_002078375.4,GCA_002078375,1
GCA_002078435.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078435.1.fa.gz,802616,GCA_002078435.1,GCA_002078435,True,5,2753892,2495882,2495882,54046,35.3434,0.0,,GCA_002078435.1,GCA_002078435,1
GCA_002078475.4.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078475.4.fa.gz,740161,GCA_002078475.4,GCA_002078475,True,7,2537767,2381789,2381789,5239,34.9161,0.0,,GCA_002078475.4,GCA_002078475,1
GCA_002078495.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078495.2.fa.gz,740145,GCA_002078495.2,GCA_002078495,True,6,2536054,2392933,2392933,8536,35.2754,0.0,,GCA_002078495.2,GCA_002078495,1
GCA_002078615.4.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078615.4.fa.gz,785476,GCA_002078615.4,GCA_002078615,True,7,2701962,2530136,2530136,6108,35.1959,0.0,,GCA_002078615.4,GCA_002078615,1
GCA_002078765.3.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078765.3.fa.gz,702010,GCA_002078765.3,GCA_002078765,True,7,2418286,2248137,2248137,2417,35.757,0.0,,GCA_002078765.3,GCA_002078765,1
GCA_002078855.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078855.1.fa.gz,718106,GCA_002078855.1,GCA_002078855,True,4,2459217,2422150,2422150,2119,35.2889,0.0,,GCA_002078855.1,GCA_002078855,1
GCA_002078895.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078895.2.fa.gz,803293,GCA_002078895.2,GCA_002078895,True,10,2768844,2397052,2397052,4241,35.7576,0.0,,GCA_002078895.2,GCA_002078895,1
GCA_002078935.2.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078935.2.fa.gz,774766,GCA_002078935.2,GCA_002078935,True,6,2655844,2453536,2453536,9497,35.7747,0.0,,GCA_002078935.2,GCA_002078935,1
GCA_002078955.3.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078955.3.fa.gz,784549,GCA_002078955.3,GCA_002078955,True,11,2694855,2419867,2419867,4144,35.8395,0.0,,GCA_002078955.3,GCA_002078955,1
GCA_002078975.5.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078975.5.fa.gz,812347,GCA_002078975.5,GCA_002078975,True,8,2788530,2571403,2571403,6180,35.0804,0.0,,GCA_002078975.5,GCA_002078975,1
GCA_002078995.4.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002078995.4.fa.gz,729232,GCA_002078995.4,GCA_002078995,True,5,2499250,2381788,2381788,5239,34.9252,0.0,,GCA_002078995.4,GCA_002078995,1
GCA_002079285.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002079285.1.fa.gz,964645,GCA_002079285.1,GCA_002079285,True,4,3246143,3055892,3055892,45033,46.2535,0.0,,GCA_002079285.1,GCA_002079285,1
GCA_002091995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002091995.1.fa.gz,891120,GCA_002091995.1,GCA_002091995,True,77,2977711,105124,322041,207,46.3544,0.0,,GCA_002091995.1,GCA_002091995,1
GCA_002093065.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002093065.1.fa.gz,792437,GCA_002093065.1,GCA_002093065,True,22,2644941,517460,848233,305,45.5526,0.0,,GCA_002093065.1,GCA_002093065,1
GCA_002105575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002105575.1.fa.gz,610178,GCA_002105575.1,GCA_002105575,True,3,2079964,2053862,2053862,13019,41.141,0.004808,,GCA_002105575.1,GCA_002105575,1
GCA_002107995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002107995.1.fa.gz,632544,GCA_002107995.1,GCA_002107995,True,20,2148629,546772,759941,1051,59.187,0.000745,,GCA_002107995.1,GCA_002107995,1
GCA_002112225.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002112225.1.fa.gz,690757,GCA_002112225.1,GCA_002112225,True,61,2313528,70982,168464,1004,38.5199,0.062545,,GCA_002112225.1,GCA_002112225,1
GCA_002119645.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002119645.1.fa.gz,662073,GCA_002119645.1,GCA_002119645,True,1,2239921,2239921,2239921,2239921,50.9892,0.0,,GCA_002119645.1,GCA_002119645,1
GCA_002148215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002148215.1.fa.gz,731124,GCA_002148215.1,GCA_002148215,True,8,2509249,2428349,2428349,3363,35.2629,0.0,,GCA_002148215.1,GCA_002148215,1
GCA_002158925.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002158925.1.fa.gz,904010,GCA_002158925.1,GCA_002158925,True,1,3047840,3047840,3047840,3047840,46.6699,0.023197,,GCA_002158925.1,GCA_002158925,1
GCA_002165655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002165655.1.fa.gz,951521,GCA_002165655.1,GCA_002165655,True,92,3165258,99901,213451,842,44.4847,0.00079,,GCA_002165655.1,GCA_002165655,1
GCA_002165715.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002165715.1.fa.gz,992639,GCA_002165715.1,GCA_002165715,True,68,3311558,161526,291140,621,44.4119,0.000544,,GCA_002165715.1,GCA_002165715,1
GCA_002173695.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002173695.1.fa.gz,1181716,GCA_002173695.1,GCA_002173695,True,1,3988602,3988602,3988602,3988602,43.6353,0.0,,GCA_002173695.1,GCA_002173695,1
GCA_002173715.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002173715.1.fa.gz,1181679,GCA_002173715.1,GCA_002173715,True,1,3988649,3988649,3988649,3988649,43.6346,0.0,,GCA_002173715.1,GCA_002173715,1
GCA_002179515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002179515.1.fa.gz,737685,GCA_002179515.1,GCA_002179515,True,29,2459326,299821,435481,674,45.8044,0.001626,,GCA_002179515.1,GCA_002179515,1
GCA_002192215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002192215.1.fa.gz,931490,GCA_002192215.1,GCA_002192215,True,1,3132867,3132867,3132867,3132867,47.9217,0.0,,GCA_002192215.1,GCA_002192215,1
GCA_002192435.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002192435.1.fa.gz,607566,GCA_002192435.1,GCA_002192435,True,1,2063606,2063606,2063606,2063606,51.7871,0.003489,,GCA_002192435.1,GCA_002192435,1
GCA_002201955.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002201955.1.fa.gz,1181725,GCA_002201955.1,GCA_002201955,True,1,3988630,3988630,3988630,3988630,43.6344,0.0,,GCA_002201955.1,GCA_002201955,1
GCA_002201995.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002201995.1.fa.gz,1234035,GCA_002201995.1,GCA_002201995,True,2,4169187,4086692,4086692,82495,43.2441,0.0,,GCA_002201995.1,GCA_002201995,1
GCA_002202035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002202035.1.fa.gz,1227435,GCA_002202035.1,GCA_002202035,True,1,4147173,4147173,4147173,4147173,43.785,0.0,,GCA_002202035.1,GCA_002202035,1
GCA_002204495.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002204495.1.fa.gz,597930,GCA_002204495.1,GCA_002204495,True,149,1982893,35982,97347,500,52.1135,0.009985,,GCA_002204495.1,GCA_002204495,1
GCA_002205775.2.fa.gz,/root/autodl-tmp/axw/genomes/china/ncbi/GCA_002205775.2.fa.gz,955095,GCA_002205775.2,GCA_002205775,True,2,3200572,3186859,3186859,13713,44.6381,0.0,,GCA_002205775.2,GCA_002205775,1
GCA_002220485.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002220485.1.fa.gz,568525,GCA_002220485.1,GCA_002220485,True,1,1944323,1944323,1944323,1944323,60.4839,0.0,,GCA_002220485.1,GCA_002220485,1
GCA_002220815.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002220815.1.fa.gz,907180,GCA_002220815.1,GCA_002220815,True,1,3040388,3040388,3040388,3040388,44.8696,0.0,,GCA_002220815.1,GCA_002220815,1
GCA_002224305.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002224305.1.fa.gz,581862,GCA_002224305.1,GCA_002224305,True,1,1991906,1991906,1991906,1991906,34.7069,0.0,,GCA_002224305.1,GCA_002224305,1
GCA_002238035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002238035.1.fa.gz,868564,GCA_002238035.1,GCA_002238035,True,166,2898501,107344,396305,595,46.7701,0.0,,GCA_002238035.1,GCA_002238035,1
GCA_002242615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002242615.1.fa.gz,619956,GCA_002242615.1,GCA_002242615,True,1,2092273,2092273,2092273,2092273,51.9436,0.0,,GCA_002242615.1,GCA_002242615,1
GCA_002249825.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002249825.1.fa.gz,1008589,GCA_002249825.1,GCA_002249825,True,66,3368579,193387,575210,604,44.2993,0.0,,GCA_002249825.1,GCA_002249825,1
GCA_002257625.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002257625.1.fa.gz,874230,GCA_002257625.1,GCA_002257625,True,1,2942538,2942538,2942538,2942538,46.5373,0.0,,GCA_002257625.1,GCA_002257625,1
GCA_002282915.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002282915.1.fa.gz,580309,GCA_002282915.1,GCA_002282915,True,1,2008102,2008102,2008102,2008102,63.4284,0.0,,GCA_002282915.1,GCA_002282915,1
GCA_002286215.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002286215.1.fa.gz,581756,GCA_002286215.1,GCA_002286215,True,1,1991195,1991195,1991195,1991195,34.7041,0.0,,GCA_002286215.1,GCA_002286215,1
GCA_002286255.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002286255.1.fa.gz,550418,GCA_002286255.1,GCA_002286255,True,1,1865056,1865056,1865056,1865056,39.048,0.0,,GCA_002286255.1,GCA_002286255,1
GCA_002286275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002286275.1.fa.gz,993505,GCA_002286275.1,GCA_002286275,True,3,3329954,3259858,3259858,19584,44.4416,0.0,,GCA_002286275.1,GCA_002286275,1
GCA_002287905.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002287905.1.fa.gz,569624,GCA_002287905.1,GCA_002287905,True,3,1951552,1866970,1866970,35660,35.0199,5.1e-05,,GCA_002287905.1,GCA_002287905,1
GCA_002287945.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002287945.1.fa.gz,894854,GCA_002287945.1,GCA_002287945,True,1,3013149,3013149,3013149,3013149,46.6693,0.0,,GCA_002287945.1,GCA_002287945,1
GCA_002318935.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002318935.1.fa.gz,835331,GCA_002318935.1,GCA_002318935,True,6,2802160,2650097,2650097,19811,45.4571,0.0,,GCA_002318935.1,GCA_002318935,1
GCA_002356135.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002356135.1.fa.gz,586060,GCA_002356135.1,GCA_002356135,True,2,2012416,1954694,1954694,57722,51.1403,0.0,,GCA_002356135.1,GCA_002356135,1
GCA_002406705.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002406705.1.fa.gz,867736,GCA_002406705.1,GCA_002406705,True,27,2908459,307935,551089,600,46.7754,0.000275,,GCA_002406705.1,GCA_002406705,1
GCA_002406785.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002406785.1.fa.gz,887958,GCA_002406785.1,GCA_002406785,True,76,2971889,122000,325792,646,46.8237,0.000505,,GCA_002406785.1,GCA_002406785,1
GCA_002406795.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002406795.1.fa.gz,887210,GCA_002406795.1,GCA_002406795,True,77,2967632,91191,325793,598,46.7981,0.000371,,GCA_002406795.1,GCA_002406795,1
GCA_002407395.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002407395.1.fa.gz,952708,GCA_002407395.1,GCA_002407395,True,84,3182431,70200,335520,1341,44.4532,0.0,,GCA_002407395.1,GCA_002407395,1
GCA_002442835.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002442835.1.fa.gz,881194,GCA_002442835.1,GCA_002442835,True,6,2969707,2710941,2710941,28557,46.3115,0.0,,GCA_002442835.1,GCA_002442835,1
GCA_002443035.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002443035.1.fa.gz,538565,GCA_002443035.1,GCA_002443035,True,1,1821173,1821173,1821173,1821173,39.1469,0.0,,GCA_002443035.1,GCA_002443035,1
GCA_002532115.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002532115.1.fa.gz,1003239,GCA_002532115.1,GCA_002532115,True,58,3343256,129563,306783,535,44.4136,0.0,,GCA_002532115.1,GCA_002532115,1
GCA_002532185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002532185.1.fa.gz,726110,GCA_002532185.1,GCA_002532185,True,14,2419201,322154,416318,4843,46.1139,0.0,,GCA_002532185.1,GCA_002532185,1
GCA_002532245.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002532245.1.fa.gz,744860,GCA_002532245.1,GCA_002532245,True,74,2467947,67337,178913,549,45.9085,0.0,,GCA_002532245.1,GCA_002532245,1
GCA_002749655.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002749655.1.fa.gz,986676,GCA_002749655.1,GCA_002749655,True,5,3309473,3202808,3202808,9039,44.4705,6e-05,,GCA_002749655.1,GCA_002749655,1
GCA_002762415.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002762415.1.fa.gz,603287,GCA_002762415.1,GCA_002762415,True,95,2011203,59325,113352,550,38.6017,0.0,,GCA_002762415.1,GCA_002762415,1
GCA_002786555.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002786555.1.fa.gz,1071328,GCA_002786555.1,GCA_002786555,True,1,3635902,3635902,3635902,3635902,46.2852,0.010616,,GCA_002786555.1,GCA_002786555,1
GCA_002794275.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002794275.1.fa.gz,596458,GCA_002794275.1,GCA_002794275,True,108,1983266,44731,170726,476,52.0371,0.0,,GCA_002794275.1,GCA_002794275,1
GCA_002794315.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002794315.1.fa.gz,615081,GCA_002794315.1,GCA_002794315,True,111,2043115,43265,140940,835,51.795,0.0,,GCA_002794315.1,GCA_002794315,1
GCA_002798075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002798075.1.fa.gz,564818,GCA_002798075.1,GCA_002798075,True,138,1895978,27950,101072,519,51.6205,0.177165,,GCA_002798075.1,GCA_002798075,1
GCA_002804185.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002804185.1.fa.gz,709948,GCA_002804185.1,GCA_002804185,True,1,2432058,2432058,2432058,2432058,35.1243,0.0,,GCA_002804185.1,GCA_002804185,1
GCA_002804285.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002804285.1.fa.gz,704226,GCA_002804285.1,GCA_002804285,True,1,2414663,2414663,2414663,2414663,35.0505,0.0,,GCA_002804285.1,GCA_002804285,1
GCA_002813615.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002813615.1.fa.gz,939631,GCA_002813615.1,GCA_002813615,True,2,3170114,3063698,3063698,106416,46.3696,0.0,,GCA_002813615.1,GCA_002813615,1
GCA_002833115.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002833115.1.fa.gz,699361,GCA_002833115.1,GCA_002833115,True,50,2364041,203985,317153,1022,60.1831,0.0,,GCA_002833115.1,GCA_002833115,1
GCA_002838345.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002838345.1.fa.gz,739659,GCA_002838345.1,GCA_002838345,True,1,2510381,2510381,2510381,2510381,59.3758,0.0,,GCA_002838345.1,GCA_002838345,1
GCA_002843115.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002843115.1.fa.gz,547564,GCA_002843115.1,GCA_002843115,True,1,1851207,1851207,1851207,1851207,39.0464,0.0,,GCA_002843115.1,GCA_002843115,1
GCA_002845845.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002845845.1.fa.gz,653429,GCA_002845845.1,GCA_002845845,True,1,2243572,2243572,2243572,2243572,62.7417,0.0,,GCA_002845845.1,GCA_002845845,1
GCA_002846075.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002846075.1.fa.gz,547792,GCA_002846075.1,GCA_002846075,True,1,1857468,1857468,1857468,1857468,39.1179,0.0,,GCA_002846075.1,GCA_002846075,1
GCA_002846155.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002846155.1.fa.gz,536563,GCA_002846155.1,GCA_002846155,True,1,1812305,1812305,1812305,1812305,39.0455,0.0,,GCA_002846155.1,GCA_002846155,1
GCA_002849515.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002849515.1.fa.gz,892625,GCA_002849515.1,GCA_002849515,True,111,2974909,141613,364043,226,46.7172,0.0,,GCA_002849515.1,GCA_002849515,1
GCA_002849575.1.fa.gz,/root/autodl-tmp/axw/genomes/ncbi/GCA_002849575.1.fa.gz,917939,GCA_002849575.1,GCA_002849575,True,150,3048314,153320,434880,214,46.2824,0.0,,GCA_002849575.1,GCA_002849575,1
