strain_entity_id,canonical_genome_path,total_bp_x,contigs,largest_contig_bp_x,skani_compatible,exclusion_reason,learned_nearclone_block,raw_nearclone_block,FINAL_nearclone_99_5_block,learned_lineage95_block,raw_lineage95_block,FINAL_lineage_95_block,source_genome_path,normalized_genome_path,n_contigs,total_bp_y,largest_contig_bp_y,normalization_status,parse_status,n_genes,n_contigs_with_genes,partial_genes,internal_stop_proteins,coordinate_length_mismatches,median_protein_length_aa,partial_gene_fraction,gene_call_qc,global_gene_count_extreme,stage02_1_decision
STRAIN_000218,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000218.fa.gz,6019547,2,5962570,True,,LNC_0220,RNC_0211,NC_0211,LANI95_0075,RANI95_0075,ANI95_0075,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000218.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000218.fna.gz,2,6019547,5962570,PASS,PASS,5436,2,1,0,0,279.0,0.0001839587932303,PASS,False,KEEP
STRAIN_000219,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000219.fa.gz,1848520,1,1848520,True,,LNC_0030,RNC_0007,NC_0007,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000219.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000219.fna.gz,1,1848520,1848520,PASS,PASS,1948,1,0,0,0,226.0,0.0,PASS,False,KEEP
STRAIN_000220,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000220.fa.gz,2223664,1,2223664,True,,LNC_0221,RNC_0212,NC_0212,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000220.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000220.fna.gz,1,2223664,2223664,PASS,PASS,1792,1,1,0,0,293.5,0.0005580357142857,PASS,False,KEEP
STRAIN_000221,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000221.fa.gz,2828958,1,2828958,True,,LNC_0016,RNC_0018,NC_0018,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000221.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000221.fna.gz,1,2828958,2828958,PASS,PASS,2559,1,1,0,0,278.0,0.0003907776475185,PASS,False,KEEP
STRAIN_000222,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000222.fa.gz,1938595,1,1938595,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000222.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000222.fna.gz,1,1938595,1938595,PASS,PASS,1568,1,0,0,0,314.5,0.0,PASS,False,KEEP
STRAIN_000223,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000223.fa.gz,1938822,1,1938822,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000223.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000223.fna.gz,1,1938822,1938822,PASS,PASS,1566,1,0,0,0,315.0,0.0,PASS,False,KEEP
STRAIN_000224,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000224.fa.gz,2474718,1,2474718,True,,LNC_0222,RNC_0213,NC_0213,LANI95_0076,RANI95_0076,ANI95_0076,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000224.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000224.fna.gz,1,2474718,2474718,PASS,PASS,2228,1,0,0,0,283.0,0.0,PASS,False,KEEP
STRAIN_000225,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000225.fa.gz,2562720,1,2562720,True,,LNC_0223,RNC_0214,NC_0214,LANI95_0077,RANI95_0077,ANI95_0077,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000225.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000225.fna.gz,1,2562720,2562720,PASS,PASS,2517,1,1,0,0,255.0,0.0003972983710766,PASS,False,KEEP
STRAIN_000226,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000226.fa.gz,2426359,7,1489429,True,,LNC_0224,RNC_0215,NC_0215,LANI95_0078,RANI95_0029,ANI95_0029,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000226.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000226.fna.gz,7,2426359,1489429,PASS,PASS,2218,7,11,0,0,260.0,0.0049594229035166,PASS,False,KEEP
STRAIN_000227,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000227.fa.gz,2167304,1,2167304,True,,LNC_0225,RNC_0216,NC_0216,LANI95_0079,RANI95_0078,ANI95_0078,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000227.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000227.fna.gz,1,2167304,2167304,PASS,PASS,1696,1,1,0,0,316.0,0.0005896226415094,PASS,False,KEEP
STRAIN_000228,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000228.fa.gz,2907892,1,2907892,True,,LNC_0080,RNC_0075,NC_0075,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000228.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000228.fna.gz,1,2907892,2907892,PASS,PASS,2761,1,1,0,0,259.0,0.0003621876131836,PASS,False,KEEP
STRAIN_000229,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000229.fa.gz,2457347,9,2250427,True,,LNC_0055,RNC_0051,NC_0051,LANI95_0015,RANI95_0015,ANI95_0015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000229.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000229.fna.gz,9,2457347,2250427,PASS,PASS,2537,9,10,0,0,237.0,0.0039416633819471,PASS,False,KEEP
STRAIN_000230,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000230.fa.gz,3132096,2,3075780,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000230.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000230.fna.gz,2,3132096,3075780,PASS,PASS,3160,2,0,0,0,245.0,0.0,PASS,False,KEEP
STRAIN_000231,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000231.fa.gz,4043754,1,4043754,True,,LNC_0226,RNC_0217,NC_0217,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000231.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000231.fna.gz,1,4043754,4043754,PASS,PASS,4042,1,0,0,0,254.5,0.0,PASS,False,KEEP
STRAIN_000232,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000232.fa.gz,1609365,143,76153,True,,LNC_0227,RNC_0218,NC_0218,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000232.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000232.fna.gz,143,1609365,76153,PASS,PASS,1788,137,115,0,0,207.0,0.064317673378076,PASS,False,KEEP
STRAIN_000233,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000233.fa.gz,3299755,4,3203964,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000233.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000233.fna.gz,4,3299755,3203964,PASS,PASS,3143,4,6,0,0,255.0,0.0019090041361756,PASS,False,KEEP
STRAIN_000234,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000234.fa.gz,2421471,1,2421471,True,,LNC_0056,RNC_0052,NC_0052,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000234.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000234.fna.gz,1,2421471,2421471,PASS,PASS,2285,1,1,0,0,262.0,0.0004376367614879,PASS,False,KEEP
STRAIN_000235,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000235.fa.gz,4215610,1,4215610,True,,LNC_0011,RNC_0012,NC_0012,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000235.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000235.fna.gz,1,4215610,4215610,PASS,PASS,4229,1,0,0,0,252.0,0.0,PASS,False,KEEP
STRAIN_000236,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000236.fa.gz,2291643,1,2291643,True,,LNC_0228,RNC_0219,NC_0219,LANI95_0080,RANI95_0079,ANI95_0079,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000236.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000236.fna.gz,1,2291643,2291643,PASS,PASS,1761,1,0,0,0,317.0,0.0,PASS,False,KEEP
STRAIN_000237,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000237.fa.gz,4021944,1,4021944,True,,LNC_0083,RNC_0078,NC_0078,LANI95_0014,RANI95_0014,ANI95_0014,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000237.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000237.fna.gz,1,4021944,4021944,PASS,PASS,3963,1,0,0,0,258.0,0.0,PASS,False,KEEP
STRAIN_000238,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000238.fa.gz,2587877,10,2395134,True,,LNC_0229,RNC_0220,NC_0220,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000238.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000238.fna.gz,10,2587877,2395134,PASS,PASS,2569,10,2,0,0,251.0,0.0007785130400934,PASS,False,KEEP
STRAIN_000239,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000239.fa.gz,3102374,2,3042753,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000239.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000239.fna.gz,2,3102374,3042753,PASS,PASS,3032,2,1,0,0,254.0,0.00032981530343,PASS,False,KEEP
STRAIN_000240,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000240.fa.gz,1991579,1,1991579,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000240.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000240.fna.gz,1,1991579,1991579,PASS,PASS,1870,1,1,0,0,270.5,0.0005347593582887,PASS,False,KEEP
STRAIN_000241,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000241.fa.gz,3246630,8,3035719,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000241.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000241.fna.gz,8,3246630,3035719,PASS,PASS,3101,8,6,0,0,250.0,0.0019348597226701,PASS,False,KEEP
STRAIN_000242,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000242.fa.gz,2064620,1,2064620,True,,LNC_0230,RNC_0221,NC_0221,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000242.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000242.fna.gz,1,2064620,2064620,PASS,PASS,2031,1,2,0,0,256.0,0.000984736582964,PASS,False,KEEP
STRAIN_000243,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000243.fa.gz,3128276,2,3068655,True,,LNC_0012,RNC_0013,NC_0013,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000243.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000243.fna.gz,2,3128276,3068655,PASS,PASS,3072,2,1,0,0,253.0,0.0003255208333333,PASS,False,KEEP
STRAIN_000244,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000244.fa.gz,2093275,7,1947706,True,,LNC_0231,RNC_0222,NC_0222,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000244.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000244.fna.gz,7,2093275,1947706,PASS,PASS,2039,7,5,0,0,261.0,0.0024521824423737,PASS,False,KEEP
STRAIN_000245,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000245.fa.gz,3361015,11,3044678,True,,LNC_0008,RNC_0009,NC_0009,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000245.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000245.fna.gz,11,3361015,3044678,PASS,PASS,3145,11,14,0,0,256.0,0.0044515103338632,PASS,False,KEEP
STRAIN_000246,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000246.fa.gz,1944036,1,1944036,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000246.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000246.fna.gz,1,1944036,1944036,PASS,PASS,1570,1,0,0,0,314.5,0.0,PASS,False,KEEP
STRAIN_000247,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000247.fa.gz,3417091,218,465584,True,,LNC_0232,RNC_0223,NC_0223,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000247.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000247.fna.gz,218,3417091,465584,PASS,PASS,3321,217,283,0,0,253.0,0.0852152965974104,PASS,False,KEEP
STRAIN_000248,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000248.fa.gz,2883376,1,2883376,True,,LNC_0013,RNC_0014,NC_0014,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000248.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000248.fna.gz,1,2883376,2883376,PASS,PASS,2664,1,1,0,0,266.0,0.0003753753753753,PASS,False,KEEP
STRAIN_000249,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000249.fa.gz,3143369,2,3113601,True,,LNC_0053,RNC_0049,NC_0049,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000249.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000249.fna.gz,2,3143369,3113601,PASS,PASS,3020,2,1,0,0,255.0,0.0003311258278145,PASS,False,KEEP
STRAIN_000250,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000250.fa.gz,2225962,1,2225962,True,,LNC_0233,RNC_0224,NC_0224,LANI95_0017,RANI95_0017,ANI95_0017,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000250.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000250.fna.gz,1,2225962,2225962,PASS,PASS,2417,1,0,0,0,219.0,0.0,PASS,False,KEEP
STRAIN_000251,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000251.fa.gz,2145445,1,2145445,True,,LNC_0234,RNC_0225,NC_0225,LANI95_0006,RANI95_0006,ANI95_0006,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000251.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000251.fna.gz,1,2145445,2145445,PASS,PASS,1982,1,0,0,0,262.5,0.0,PASS,False,KEEP
STRAIN_000252,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000252.fa.gz,2201251,27,272948,True,,LNC_0031,RNC_0032,NC_0032,LANI95_0013,RANI95_0013,ANI95_0013,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000252.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000252.fna.gz,27,2201251,272948,PASS,PASS,1846,26,27,0,0,283.5,0.0146262188515709,PASS,False,KEEP
STRAIN_000253,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000253.fa.gz,2330492,2,2297851,True,,LNC_0235,RNC_0226,NC_0226,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000253.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000253.fna.gz,2,2330492,2297851,PASS,PASS,2337,2,2,0,0,249.0,0.0008557980316645,PASS,False,KEEP
STRAIN_000254,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000254.fa.gz,3068696,595,67226,True,,LNC_0007,RNC_0006,NC_0006,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000254.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000254.fna.gz,595,3068696,67226,PASS,PASS,3994,592,545,0,0,172.0,0.1364546820230345,PASS,False,KEEP
STRAIN_000255,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000255.fa.gz,2427048,1,2427048,True,,LNC_0236,RNC_0227,NC_0227,LANI95_0015,RANI95_0015,ANI95_0015,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000255.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000255.fna.gz,1,2427048,2427048,PASS,PASS,2285,1,1,0,0,266.0,0.0004376367614879,PASS,False,KEEP
STRAIN_000256,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000256.fa.gz,2473047,86,176320,True,,LNC_0057,RNC_0053,NC_0053,LANI95_0009,RANI95_0009,ANI95_0009,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000256.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000256.fna.gz,86,2473047,176320,PASS,PASS,2503,83,133,0,0,247.0,0.0531362365161805,PASS,False,KEEP
STRAIN_000257,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000257.fa.gz,1991758,27,552040,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000257.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000257.fna.gz,27,1991758,552040,PASS,PASS,1895,26,17,0,0,267.0,0.0089709762532981,PASS,False,KEEP
STRAIN_000258,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000258.fa.gz,1963012,1,1963012,True,,LNC_0002,RNC_0004,NC_0004,LANI95_0011,RANI95_0011,ANI95_0011,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000258.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000258.fna.gz,1,1963012,1963012,PASS,PASS,1620,1,0,0,0,304.5,0.0,PASS,False,KEEP
STRAIN_000259,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000259.fa.gz,1815647,250,73860,True,,LNC_0237,RNC_0028,NC_0028,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000259.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000259.fna.gz,250,1815647,73860,PASS,PASS,1849,239,171,0,0,250.0,0.0924824229313142,PASS,False,KEEP
STRAIN_000260,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000260.fa.gz,2925584,145,111877,True,,LNC_0019,RNC_0001,NC_0001,LANI95_0001,RANI95_0001,ANI95_0001,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000260.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000260.fna.gz,145,2925584,111877,PASS,PASS,2748,142,118,0,0,261.0,0.0429403202328966,PASS,False,KEEP
STRAIN_000261,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000261.fa.gz,2566297,116,2099664,True,,LNC_0238,RNC_0228,NC_0228,LANI95_0005,RANI95_0005,ANI95_0005,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000261.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000261.fna.gz,116,2566297,2099664,PASS,PASS,2907,113,89,0,0,201.0,0.0306157550739594,PASS,False,KEEP
STRAIN_000262,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000262.fa.gz,2592264,2,2554693,True,,LNC_0079,RNC_0074,NC_0074,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000262.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000262.fna.gz,2,2592264,2554693,PASS,PASS,2514,2,0,0,0,251.0,0.0,PASS,False,KEEP
STRAIN_000263,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000263.fa.gz,2760872,7,2589250,True,,LNC_0239,RNC_0229,NC_0229,LANI95_0008,RANI95_0008,ANI95_0008,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000263.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000263.fna.gz,7,2760872,2589250,PASS,PASS,2803,7,5,0,0,237.0,0.0017838030681412,PASS,False,KEEP
STRAIN_000264,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000264.fa.gz,1789138,1,1789138,True,,LNC_0240,RNC_0230,NC_0230,LANI95_0027,RANI95_0027,ANI95_0027,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000264.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000264.fna.gz,1,1789138,1789138,PASS,PASS,1756,1,0,0,0,257.5,0.0,PASS,False,KEEP
STRAIN_000265,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000265.fa.gz,2372966,1,2372966,True,,LNC_0241,RNC_0231,NC_0231,LANI95_0002,RANI95_0002,ANI95_0002,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000265.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000265.fna.gz,1,2372966,2372966,PASS,PASS,2017,1,1,0,0,296.0,0.0004957858205255,PASS,False,KEEP
STRAIN_000266,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000266.fa.gz,1970999,124,136903,True,,LNC_0001,RNC_0002,NC_0002,LANI95_0010,RANI95_0010,ANI95_0010,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000266.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000266.fna.gz,124,1970999,136903,PASS,PASS,1927,115,122,0,0,260.0,0.0633108458744162,PASS,False,KEEP
STRAIN_000267,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000267.fa.gz,2592265,183,136659,True,,LNC_0073,RNC_0068,NC_0068,LANI95_0003,RANI95_0003,ANI95_0003,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000267.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000267.fna.gz,183,2592265,136659,PASS,PASS,2504,175,94,0,0,257.0,0.0375399361022364,PASS,False,KEEP
STRAIN_000268,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000268.fa.gz,3186676,162,228744,True,,LNC_0242,RNC_0232,NC_0232,LANI95_0004,RANI95_0004,ANI95_0004,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000268.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000268.fna.gz,162,3186676,228744,PASS,PASS,3261,161,209,0,0,235.0,0.0640907697025452,PASS,False,KEEP
STRAIN_000269,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000269.fa.gz,1753460,5,1736780,True,,LNC_0243,RNC_0233,NC_0233,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000269.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000269.fna.gz,5,1753460,1736780,PASS,PASS,1851,5,7,0,0,225.0,0.003781739600216,PASS,False,KEEP
STRAIN_000270,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000270.fa.gz,1782129,4,1778760,True,,LNC_0244,RNC_0234,NC_0234,LANI95_0007,RANI95_0007,ANI95_0007,/root/autodl-tmp/axw/01_ani_foundation/canonical_genomes/STRAIN_000270.fa.gz,/root/autodl-tmp/axw/02_gene_order/01_normalized_genomes/STRAIN_000270.fna.gz,4,1782129,1778760,PASS,PASS,1888,4,3,0,0,225.5,0.0015889830508474,PASS,False,KEEP
